2026-04-29T10:46:13.723175,hk.centanet.com,https://hk.centanet.com/findproperty/list/rent?district=KL,Failed to fetch (no response)
2026-04-29T10:47:10.394231,hk.centanet.com,https://hk.centanet.com/findproperty/list/rent?district=NT,Failed to fetch (no response)
2026-04-29T10:48:07.124074,hk.centanet.com,https://hk.centanet.com/findproperty/list/buy?district=KL,Failed to fetch (no response)
2026-04-29T10:49:05.655781,hk.centanet.com,https://hk.centanet.com/findproperty/list/transaction,Failed to fetch (no response)
2026-04-29T10:50:02.216162,house730.com,https://www.house730.com/en-us/rent/t1/,Failed to fetch (no response)
2026-04-29T11:01:12.760719,hk.centanet.com,https://hk.centanet.com/findproperty/en/list/rent?district=KL,Failed to fetch after retries (check ScraperAPI credits or geo-block)
2026-04-29T11:04:31.543415,hk.centanet.com,https://hk.centanet.com/findproperty/en/list/rent?district=NT,Failed to fetch after retries (check ScraperAPI credits or geo-block)
2026-04-29T11:07:49.836134,hk.centanet.com,https://hk.centanet.com/findproperty/en/list/buy?district=KL,Failed to fetch after retries (check ScraperAPI credits or geo-block)
2026-04-29T11:11:08.267791,hk.centanet.com,https://hk.centanet.com/findproperty/en/list/buy?district=NT,Failed to fetch after retries (check ScraperAPI credits or geo-block)
2026-04-29T11:15:21.726151,house730.com,https://www.house730.com/en-us/rent/t1/,Failed to fetch after retries (check ScraperAPI credits or geo-block)
2026-05-16T02:37:44.406531,hk.centanet.com,https://hk.centanet.com/findproperty/list/rent?district=KL,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-16T02:38:15.582323,hk.centanet.com,https://hk.centanet.com/findproperty/list/rent?district=NT,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-16T02:38:46.639493,hk.centanet.com,https://hk.centanet.com/findproperty/list/buy?district=KL,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-16T02:39:18.591877,hk.centanet.com,https://hk.centanet.com/findproperty/list/buy?district=NT,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-16T02:39:49.582358,hk.centanet.com,https://hk.centanet.com/findproperty/list/transaction,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-16T02:48:45.537508,midland.com.hk,https://www.midland.com.hk/en/list/rent,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-16T02:49:16.540775,midland.com.hk,https://www.midland.com.hk/en/list/buy,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-23T02:42:02.348796,hk.centanet.com,https://hk.centanet.com/findproperty/list/rent?district=KL,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-23T02:42:35.213206,hk.centanet.com,https://hk.centanet.com/findproperty/list/rent?district=NT,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-23T02:43:06.039150,hk.centanet.com,https://hk.centanet.com/findproperty/list/buy?district=KL,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-23T02:43:37.206906,hk.centanet.com,https://hk.centanet.com/findproperty/list/buy?district=NT,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-23T02:44:08.500723,hk.centanet.com,https://hk.centanet.com/findproperty/list/transaction,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-23T02:52:31.116011,midland.com.hk,https://www.midland.com.hk/en/list/rent,Failed to fetch (ScraperAPI exhausted + direct blocked)
2026-05-23T02:53:01.878913,midland.com.hk,https://www.midland.com.hk/en/list/buy,Failed to fetch (ScraperAPI exhausted + direct blocked)
